"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"20000","5","62","54","0","2020","A","",9412,181004,8903246024,2405180231,23430027,946,49188,"",0.65,0.97,1.08,0.99,1.03,1.11,1.11,"",235,2.6,-2176,-1.2,751296066,9.2,-22780820,-0.9,546545,2.4,90,10.5,4686,10.5
"20001","5","62","74","0","2020","A","N",37,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",3,8.8,0,0,0,0,0,0,0,0,0,0,0,0
"20003","5","62","74","0","2020","A","",13,339,13822114,4737444,47860,784,40763,"",0.34,1.13,1.42,1.25,1.40,1.25,1.25,"",1,8.3,-23,-6.4,22776,0.2,-274291,-5.5,7614,18.9,51,7.0,2661,7.0
"20005","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",3.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20005","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",3.71,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20005","5","62","74","0","2020","A","N",39,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,"N",-1,-2.5,0,0,0,0,0,0,0,0,0,0,0,0
"20007","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",14.26,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20007","5","62","74","0","2020","A","N",5,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0
"20009","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.61,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20009","5","62","74","0","2020","A","N",79,0,0,0,0,0,0,"N",0.52,0,0,0,0,0,0,"N",-3,-3.7,0,0,0,0,0,0,0,0,0,0,0,0
"20011","1","62","74","0","2020","A","",1,8,623529,0,0,1564,81330,"",24.23,0.47,0.73,0.00,0.00,1.64,1.64,"",0,0.0,0,0.0,-22712,-3.5,0,0.0,0,0.0,42,2.8,2198,2.8
"20011","5","62","74","0","2020","A","N",39,0,0,0,0,0,0,"N",0.66,0,0,0,0,0,0,"N",-1,-2.5,0,0,0,0,0,0,0,0,0,0,0,0
"20013","5","62","74","0","2020","A","",33,663,25153459,5929769,112253,730,37948,"",0.59,0.99,1.03,0.77,1.77,1.03,1.03,"",-2,-5.7,-32,-4.6,314411,1.3,-479328,-7.5,-2666,-2.3,43,6.3,2230,6.2
"20015","5","62","74","0","2020","A","",153,3043,109955873,43292541,509501,695,36136,"",0.65,1.17,1.18,1.16,1.80,1.00,1.00,"",15,10.9,-14,-0.5,1827807,1.7,2034724,4.9,121219,31.2,15,2.2,761,2.2
"20017","5","62","74","0","2020","A","N",3,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"20019","5","62","74","0","2020","A","",10,139,4784782,2211732,16439,661,34382,"",0.61,1.31,1.72,1.82,2.06,1.31,1.31,"",0,0.0,-6,-4.1,12825,0.3,4039,0.2,3363,25.7,28,4.4,1453,4.4
"20021","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",3.72,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"20021","5","62","74","0","2020","A","N",37,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,"N",-6,-14.0,0,0,0,0,0,0,0,0,0,0,0,0
"20023","5","62","74","0","2020","A","",11,196,8178067,1863854,1279,801,41636,"",0.51,1.62,2.32,1.35,0.26,1.42,1.42,"",0,0.0,0,0.0,-1058433,-11.5,-1311453,-41.3,-18672,-93.6,-103,-11.4,-5389,-11.5
"20025","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",31.63,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20025","5","62","74","0","2020","A","",4,3,41674,39704,792,253,13160,"",0.26,0.03,0.01,0.02,0.14,0.36,0.36,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"20027","3","62","74","0","2020","A","N",3,0,0,0,0,0,0,"N",15.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20027","5","62","74","0","2020","A","",22,287,8745321,2980973,73592,585,30427,"",0.46,0.71,0.73,0.59,1.83,1.02,1.02,"",-1,-4.3,-11,-3.7,726478,9.1,-261749,-8.1,-7346,-9.1,67,12.9,3488,12.9
"20029","5","62","74","0","2020","A","N",27,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,"N",-2,-6.9,0,0,0,0,0,0,0,0,0,0,0,0
"20031","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",5.80,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20031","5","62","74","0","2020","A","N",19,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,"N",-2,-9.5,0,0,0,0,0,0,0,0,0,0,0,0
"20033","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",17.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20033","5","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20035","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",2.07,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20035","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",3.87,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20035","5","62","74","0","2020","A","N",84,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,"N",-6,-6.7,0,0,0,0,0,0,0,0,0,0,0,0
"20037","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.61,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20037","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.50,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20037","5","62","74","0","2020","A","",117,2297,105940896,18221157,220102,887,46121,"",0.73,0.99,1.36,0.67,1.07,1.37,1.38,"",-1,-0.8,-9,-0.4,12353206,13.2,-210885,-1.1,-20685,-8.6,106,13.6,5528,13.6
"20039","5","62","74","0","2020","A","",6,170,5884831,96827,1245,667,34685,"",0.26,1.36,1.74,0.08,0.24,1.28,1.28,"",2,50.0,-8,-4.5,324182,5.8,46931,94.1,1245,100.0,65,10.8,3401,10.9
"20041","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",5.83,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20041","5","62","74","0","2020","A","N",27,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20043","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",14.40,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20043","5","62","74","0","2020","A","",15,166,5596500,2523061,63054,650,33799,"",0.45,0.53,0.52,0.52,1.18,0.98,0.98,"",-1,-6.2,7,4.4,812028,17.0,319173,14.5,18899,42.8,70,12.1,3645,12.1
"20045","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"20045","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20045","5","62","74","0","2020","A","",299,4223,162016855,48796160,626220,738,38365,"",0.59,0.66,0.66,0.59,1.07,1.00,1.00,"",14,4.9,-321,-7.1,3080165,1.9,-2078882,-4.1,74631,13.5,65,9.7,3385,9.7
"20047","5","62","74","0","2020","A","",6,140,6257412,1883203,10330,859,44669,"",0.28,1.08,1.43,1.10,1.16,1.32,1.32,"",0,0.0,-9,-6.0,52963,0.9,-64822,-3.3,5322,106.3,56,7.0,2935,7.0
"20049","5","62","74","0","2020","A","N",3,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20051","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.45,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20051","5","62","74","0","2020","A","",116,3191,147956334,12283633,137117,892,46368,"",0.65,1.53,2.03,0.64,1.21,1.33,1.32,"",6,5.5,119,3.9,11588331,8.5,1138612,10.2,15844,13.1,38,4.4,1975,4.4
"20053","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",7.78,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20053","5","62","74","0","2020","A","",17,227,7135995,2101643,32509,604,31390,"",0.55,0.72,0.66,0.61,1.55,0.91,0.91,"",-1,-5.6,-38,-14.3,68511,1.0,-115264,-5.2,-8751,-21.2,91,17.7,4695,17.6
"20055","5","62","74","0","2020","A","",104,2154,100717199,27344556,310445,899,46762,"",0.58,0.81,0.98,0.77,1.32,1.22,1.22,"",1,1.0,-47,-2.1,2025049,2.1,-608083,-2.2,7886,2.6,37,4.3,1927,4.3
"20057","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.94,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20057","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",3.64,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20057","5","62","74","0","2020","A","N",67,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,"N",-4,-5.6,0,0,0,0,0,0,0,0,0,0,0,0
"20059","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",2.46,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"20059","5","62","74","0","2020","A","N",56,0,0,0,0,0,0,"N",0.57,0,0,0,0,0,0,"N",5,9.8,0,0,0,0,0,0,0,0,0,0,0,0
"20061","1","62","74","0","2020","A","",3,1178,78806519,0,0,1286,66884,"",38.45,31.01,34.46,0.00,0.00,1.11,1.11,"",0,0.0,-59,-4.8,460583,0.6,0,0.0,0,0.0,68,5.6,3570,5.6
"20061","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",2.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20061","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",2.16,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20061","5","62","74","0","2020","A","",39,513,20060645,6753903,76870,752,39079,"",0.35,0.29,0.29,0.32,0.49,1.03,1.03,"",-2,-4.9,-26,-4.8,1406628,7.5,-432738,-6.0,1308,1.7,86,12.9,4454,12.9
"20063","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",9.39,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20063","5","62","74","0","2020","A","",7,48,1196040,581812,5339,475,24703,"",0.27,0.28,0.21,0.22,0.43,0.76,0.76,"",0,0.0,0,0.0,1963,0.2,7343,1.3,573,12.0,-5,-1.0,-260,-1.0
"20065","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",13.47,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20065","5","62","74","0","2020","A","",6,83,2249266,870342,7690,520,27018,"",0.33,0.71,0.60,0.51,0.76,0.84,0.84,"",0,0.0,-6,-6.7,167053,8.0,-47567,-5.2,4288,126.0,69,15.3,3578,15.3
"20067","5","62","74","0","2020","A","",14,144,5013796,1824685,35496,670,34818,"",0.34,0.39,0.36,0.44,1.33,0.94,0.94,"",1,7.7,0,0.0,532304,11.9,31209,1.7,739,2.1,73,12.2,3768,12.1
"20069","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",4.83,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20069","5","62","74","0","2020","A","",17,185,4616403,850055,5377,480,24965,"",0.34,0.44,0.30,0.14,0.17,0.68,0.68,"",-17,-50.0,-10,-5.1,95380,2.1,-93661,-9.9,304,6.0,34,7.6,1751,7.5
"20071","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",21.39,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20071","5","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",0.09,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20073","5","62","74","0","2020","A","",11,225,8540491,3307175,24356,730,37944,"",0.32,1.06,1.42,1.29,1.75,1.34,1.34,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20075","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",29.69,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20075","5","62","74","0","2020","A","N",3,0,0,0,0,0,0,"N",0.18,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20077","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",14.19,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20077","5","62","74","0","2020","A","",11,88,2265963,1154433,11353,497,25847,"",0.32,0.28,0.20,0.25,0.47,0.72,0.72,"N",1,10.0,0,0,0,0,0,0,0,0,0,0,0,0
"20079","5","62","74","0","2020","A","N",97,0,0,0,0,0,0,"N",0.78,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20081","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",9.57,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20081","5","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",0.08,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0
"20083","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",40.41,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20083","5","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",0.08,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20085","5","62","74","0","2020","A","",26,523,21263162,6294591,76482,782,40689,"",0.51,0.94,1.20,1.09,2.21,1.28,1.28,"",1,4.0,0,0.0,1912613,9.9,328823,5.5,3538,4.9,70,9.8,3684,10.0
"20087","5","62","74","0","2020","A","N",23,0,0,0,0,0,0,"N",0.37,0,0,0,0,0,0,"N",3,15.0,0,0,0,0,0,0,0,0,0,0,0,0
"20089","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",14.12,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20089","5","62","74","0","2020","A","N",4,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20091","2","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",0.13,0,0,0,0,0,0,"N",-8,-80.0,0,0,0,0,0,0,0,0,0,0,0,0
"20091","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",0.06,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20091","5","62","74","0","2020","A","",2457,46027,2567314725,663590082,7106384,1073,55778,"",0.62,0.97,0.99,1.00,1.01,1.02,1.02,"",69,2.9,-741,-1.6,158193111,6.6,-14546692,-2.1,-8001,-0.1,82,8.3,4266,8.3
"20093","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",22.56,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"20093","5","62","74","0","2020","A","",4,11,319413,175641,2152,554,28819,"",0.19,0.05,0.04,0.04,0.13,0.81,0.81,"",-1,-20.0,-7,-38.9,-117257,-26.9,-85132,-32.6,-2622,-54.9,87,18.6,4560,18.8
"20095","5","62","74","0","2020","A","",16,353,12313417,4806925,48785,670,34849,"",0.40,0.90,0.77,0.96,0.62,0.85,0.85,"",1,6.7,10,2.9,961319,8.5,144070,3.1,-4518,-8.5,33,5.2,1720,5.2
"20097","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",13.60,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20097","5","62","74","0","2020","A","N",4,0,0,0,0,0,0,"N",0.22,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20099","1","62","74","0","2020","A","",1,16,1170857,0,0,1445,75135,"",18.27,0.66,0.91,0.00,0.00,1.41,1.41,"",0,0.0,0,0.0,37530,3.3,0,0.0,0,0.0,46,3.3,2408,3.3
"20099","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",3.29,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20099","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",6.16,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20099","5","62","74","0","2020","A","",65,907,28000149,10123043,136594,594,30880,"",0.83,0.79,0.73,0.62,1.26,0.92,0.92,"",0,0.0,-54,-5.6,1446595,5.4,-152574,-1.5,4137,3.1,63,11.9,3251,11.8
"20101","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",17.74,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20103","1","62","74","0","2020","A","",5,1387,107031226,0,0,1484,77149,"",30.87,23.17,26.51,0.00,0.00,1.14,1.14,"",0,0.0,-4,-0.3,3919854,3.8,0,0.0,0,0.0,58,4.1,3008,4.1
"20103","5","62","74","0","2020","A","",136,1715,68112364,25615523,359056,764,39708,"",0.58,0.60,0.56,0.76,1.21,0.93,0.93,"",5,3.8,-224,-11.6,-5750319,-7.8,998844,4.1,-31098,-8.0,31,4.2,1612,4.2
"20105","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",13.35,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20105","5","62","74","0","2020","A","",7,68,2282589,1353553,13444,642,33404,"",0.39,0.51,0.46,0.65,0.91,0.90,0.90,"",1,16.7,0,0.0,318708,16.2,303296,28.9,5822,76.4,89,16.1,4664,16.2
"20107","5","62","74","0","2020","A","N",10,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20109","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",11.02,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20109","5","62","74","0","2020","A","",4,26,1113330,442165,9276,826,42958,"",0.18,0.16,0.21,0.15,1.04,1.37,1.37,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
"20111","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.85,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20111","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.74,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20111","5","62","74","0","2020","A","",95,1240,39781611,15034493,147430,617,32091,"",0.68,0.61,0.56,0.55,0.85,0.92,0.92,"",4,4.4,-163,-11.6,7713,0.0,-1801412,-10.7,-41150,-21.8,72,13.2,3744,13.2
"20113","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20113","5","62","74","0","2020","A","",70,2156,72697635,18140027,149596,648,33717,"",0.46,1.03,0.81,0.72,0.76,0.79,0.79,"",0,0.0,-55,-2.5,2698301,3.9,344907,1.9,13595,10.0,39,6.4,2062,6.5
"20115","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",4.65,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20115","5","62","74","0","2020","A","N",19,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,"N",-4,-17.4,0,0,0,0,0,0,0,0,0,0,0,0
"20117","5","62","74","0","2020","A","N",29,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20119","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",19.27,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20119","5","62","74","0","2020","A","N",3,0,0,0,0,0,0,"N",0.12,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
"20121","1","62","74","0","2020","A","",1,11,928004,0,0,1647,85662,"",10.66,0.45,0.67,0.00,0.00,1.51,1.51,"",0,0.0,-2,-15.4,-195270,-17.4,0,0.0,0,0.0,27,1.7,1416,1.7
"20121","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",1.92,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"20121","5","62","74","0","2020","A","",73,1339,54414958,11457196,124188,782,40649,"",0.54,1.15,1.30,0.77,0.88,1.13,1.13,"",4,5.8,-59,-4.2,2988493,5.8,-451,0.0,18382,17.4,74,10.5,3850,10.5
"20123","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",5.64,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20123","5","62","74","0","2020","A","N",15,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,"N",-3,-16.7,0,0,0,0,0,0,0,0,0,0,0,0
"20125","2","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",0.89,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20125","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",0.83,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20125","5","62","74","0","2020","A","N",1011,0,0,0,0,0,0,"N",3.48,0,0,0,0,0,0,"N",59,6.2,0,0,0,0,0,0,0,0,0,0,0,0
"20127","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",19.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20127","5","62","74","0","2020","A","N",8,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,"N",-1,-11.1,0,0,0,0,0,0,0,0,0,0,0,0
"20129","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",15.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20129","5","62","74","0","2020","A","",3,7,101043,98872,1481,268,13937,"",0.19,0.06,0.03,0.05,0.30,0.44,0.44,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20131","5","62","74","0","2020","A","",39,872,30960578,7939906,59173,683,35492,"",0.59,1.21,1.22,0.96,0.93,1.00,1.00,"",1,2.6,-16,-1.8,1242420,4.2,91449,1.2,14003,31.0,39,6.1,2010,6.0
"20133","3","62","74","0","2020","A","N",3,0,0,0,0,0,0,"N",9.19,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20133","5","62","74","0","2020","A","",47,798,27246902,9756719,104073,656,34133,"",0.59,0.92,0.94,0.76,1.11,1.02,1.02,"N",1,2.2,0,0,0,0,0,0,0,0,0,0,0,0
"20135","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",19.93,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20135","5","62","74","0","2020","A","N",4,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20137","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",7.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20137","5","62","74","0","2020","A","",23,298,9625112,3898926,35447,621,32308,"",0.72,0.96,0.89,1.12,2.40,0.92,0.92,"",2,9.5,-20,-6.3,317328,3.4,265817,7.3,9353,35.8,59,10.5,3069,10.5
"20139","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",4.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20139","5","62","74","0","2020","A","N",21,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,"N",-1,-4.5,0,0,0,0,0,0,0,0,0,0,0,0
"20141","3","62","74","0","2020","A","N",1,0,0,0,0,0,0,"N",8.27,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20141","5","62","74","0","2020","A","",12,193,4451563,2346715,33963,445,23125,"",0.41,1.00,0.74,1.07,2.44,0.75,0.75,"",0,0.0,-6,-3.0,123159,2.8,-216646,-8.5,-1461,-4.1,27,6.5,1411,6.5
"20143","5","62","74","0","2020","A","",11,202,5628971,2883266,38518,537,27935,"",0.41,1.18,1.18,1.22,3.20,1.00,1.00,"",1,10.0,7,3.6,252266,4.7,286026,11.0,4616,13.6,6,1.1,339,1.2
"20145","2","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",15.61,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20145","5","62","74","0","2020","A","",12,278,12143773,2811417,30857,839,43643,"",0.36,0.75,0.91,0.79,2.08,1.21,1.21,"",1,9.1,-9,-3.1,332350,2.8,323230,13.0,3882,14.4,46,5.8,2416,5.9
"20147","3","62","74","0","2020","A","N",2,0,0,0,0,0,0,"N",12.65,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20147","5","62","74","0","2020","A","",12,70,2294797,773564,8354,631,32822,"",0.31,0.22,0.22,0.18,0.44,0.99,0.99,"",0,0.0,5,7.7,-20118,-0.9,23404,3.1,1349,19.3,-55,-8.0,-2838,-8.0
"20149","5","62","74","0","2020","A","N",46,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
